"Bot","Bloco","Script","Variavel de entrada","Variavel de saida","Condição de Execução"
"[BETA] SPD Solucoes","Validação - Valor [Duplicate]","valorValido","[""valor""]","valorValido","Sem condicionais para execução"
"[BETA] SPD Solucoes","Validação 2 - Valor [Duplicate]","valorValido","[""valor""]","valorValido","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.4.0.0][HTTP] Gestão de links","30dias","[""hoje""]","30dias","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.4.0.0][HTTP] Gestão de links","Existe link","[""bodyGestao""]","numeroLink","Sem condicionais para execução"
"[BETA] SPD Solucoes","Apenas um Link","tem link","[""bodyGestao""]","msg","Sem condicionais para execução"
"[BETA] SPD Solucoes","Selecione um Status","dinamico","[""bodyGestao""]","dinamico","Sem condicionais para execução"
"[BETA] SPD Solucoes","Selecione a Data","dinamicoData","[""bodyGestao"",""statusDoLink""]","dinamicoDatas","Sem condicionais para execução"
"[BETA] SPD Solucoes","Selecione a Data","linkSelecionado","[""bodyGestao"",""dataHoraLink""]","linkSelecionado","Sem condicionais para execução"
"[BETA] SPD Solucoes","Mensagem","Executar script","[""linkSelecionado""]","mensagemLink","Sem condicionais para execução"
"[BETA] SPD Solucoes","Filtro Data","Executar script","[""data""]","dataFormatada","Sem condicionais para execução"
"[BETA] SPD Solucoes","Gestão de links - Data especifica","Existe link","[""bodyGestao""]","numeroLink","Sem condicionais para execução"
"[BETA] SPD Solucoes","API gestão link","Existe link","[""bodyGestao""]","numeroLink","Sem condicionais para execução"
"[BETA] SPD Solucoes","Apenas uma data","dinamicoData","[""bodyGestao"",""statusDoLink""]","dinamicoDatas","Sem condicionais para execução"
"[BETA] SPD Solucoes","Apenas uma data","linkSelecionado","[""bodyGestao"",""dinamicoDatas""]","linkSelecionado","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.0.0] [INPUT] Consulta Status Protocolo","Process ""userInput""","[""input.content""]","userInput","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.0.1] [HTTP] Api Consulta Status Protocolo","Process ""protocoloEncontrado""","[""bodyConsultaProtocolo""]","protocoloEncontrado","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.0.1] [HTTP] Api Consulta Status Protocolo","Process ""apiStatus""","[""statusConsultaProtocolo"",""statusConsultarOcorrencias""]","apiStatus","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.2.0] [MSG] Consultar Outro Protocolo","Process ""dynamicContent""","[""salesType""]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.2.0] [INPUT] Consultar Outro Protocolo","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.1.0.0][MSG] Menu Soluções","Process ""dynamicContent""","[""cpfAppKey"",""selectedEc""]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.1.0.0][INPUT] Menu Soluções","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Solucoes","[Redirect] To ""Autenticacao"" (Descredenciamento)","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[BETA] SPD Solucoes","[Redirect] To WhatsApp PJ (Descredenciamento)","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.0.7][MSG] Como deseja prosseguir?","Process ""dynamicContent""","[""salesType""]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.0.7] [INPUT] Como deseja prosseguir?","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.1.1][SET] Valida SLA","Process ""dentroDoPrazo""","[""bodyConsultarOcorrencias"",""bodyConsultaProtocolo""]","dentroDoPrazo","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.1.3][MSG][HTTP]Protocolo fora do Prazo","Process ""idUltimaOcorrencia""","[""bodyConsultarOcorrencias""]","idUltimaOcorrencia","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.1.3][MSG][HTTP]Protocolo fora do Prazo","Process ""requestComentarioOcorrencia""","[""contaSelecionada""]","requestComentarioOcorrencia","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.1.3][MSG][HTTP]Protocolo fora do Prazo","Process ""apiStatus""","[""statusComentarioOcorrencia""]","apiStatus","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.3.0.0][MSG] Menu Boletos","Process ""dynamicContent""","[""cpfAppKey"",""selectedEc""]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.3.0.0][INPUT] Menu Boletos","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.3.4.1][MSG] Botão Espécie 33","Process ""dynamicContent""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.3.4.1][INPUT] Botão Espécie 33","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.3.4.2][MSG] Botão Restrições","Process ""dynamicContent""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.3.4.3][MSG] Botão Como funciona","Process ""dynamicContent""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.3.5.0][INPUT] Botão Saber Mais?","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Solucoes","[3.4.2][MSG] Botão O que é?","Process ""dynamicContent""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.3.6.1][MSG] Botão Boleto com QR Code PIX","Process ""dynamicContent""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.3.6.1][INPUT] Botão Boleto com QR Code PIX","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.3.7.1][MSG] Boleto Ativado Botão","Process ""dynamicContent""","[]","dynamicContent","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.3.7.1][INPUT] Boleto Ativado Botão","Process ""userInput""","[""input.content"",""dynamicContent""]","userInput","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.0.3][SET] statusProtocolo / msgProtocolo","Process ""statusProtocolo""","[""bodyConsultaProtocolo""]","statusProtocolo","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.0.3][SET] statusProtocolo / msgProtocolo","Process ""msgProtocolo""","[""bodyConsultaProtocolo"",""bodyConsultarOcorrencias""]","msgProtocolo","Sem condicionais para execução"
"[BETA] SPD Solucoes","[Redirect] To Main (Menu inicial)","Process ""state""","[""state.previous.id"",""state.previous.name"",""input.content"",""userInput"",""config.serviceName"",""config.env""]","state","Sem condicionais para execução"
"[BETA] SPD Solucoes","[S.2.0.2][SET] cnpjLiberado","Process ""cnpjLiberado""","[""contaSelecionada"",""bodyConsultaProtocolo""]","cnpjLiberado","Sem condicionais para execução"
